Frame,Frame Duration in Nanoseconds,,,,16045187.87,771064.592
1236,15721100,,,,,
1237,15450100,,,,,
1238,15149600,,,,,
1239,15640200,,,,,
1240,15128200,,,,,
1241,15890700,,,,,
1242,15542400,,,,,
1243,16631800,,,,,
1244,16978300,,,,,
1245,17842500,,,,,
1246,15427000,,,,,
1247,16302700,,,,,
1248,15980600,,,,,
1249,18092800,,,,,
1250,16708900,,,,,
1251,15155300,,,,,
1252,15311200,,,,,
1253,15760600,,,,,
1254,15721200,,,,,
1255,16338400,,,,,
1256,16575900,,,,,
1257,17249700,,,,,
1258,16666600,,,,,
1259,15372500,,,,,
1260,15098100,,,,,
1261,15799500,,,,,
1262,15828800,,,,,
1263,15631100,,,,,
1264,15067200,,,,,
1265,15483400,,,,,
1266,15117200,,,,,
1267,15331600,,,,,
1268,14479300,,,,,
1269,15434100,,,,,
1270,16141800,,,,,
1271,18570000,,,,,
1272,16553500,,,,,
1273,16410700,,,,,
1274,17282700,,,,,
1275,15631200,,,,,
1276,15310000,,,,,
1277,15789200,,,,,
1278,15269000,,,,,
1279,15673700,,,,,
1280,15604800,,,,,
1281,16299800,,,,,
1282,16795600,,,,,
1283,16132500,,,,,
1284,15938700,,,,,
1285,16916200,,,,,
1286,16489700,,,,,
1287,16654800,,,,,
1288,17535300,,,,,
1289,17076600,,,,,
1290,15295800,,,,,
1291,15725700,,,,,
1292,15269000,,,,,
1293,15514400,,,,,
1294,15286200,,,,,
1295,16519200,,,,,
1296,16541400,,,,,
1297,16682100,,,,,
1298,16072600,,,,,
1299,16866700,,,,,
1300,16211100,,,,,
1301,18036500,,,,,
1302,16649800,,,,,
1303,15532400,,,,,
1304,16410600,,,,,
1305,16405100,,,,,
1306,16355100,,,,,
1307,16219700,,,,,
1308,17121700,,,,,
1309,16067700,,,,,
1310,15901300,,,,,
1311,16372000,,,,,
1312,15702500,,,,,
1313,16060800,,,,,
1314,15455100,,,,,
1315,17632700,,,,,
1316,16591500,,,,,
1317,15627600,,,,,
1318,15396000,,,,,
1319,16505700,,,,,
1320,16402700,,,,,
1321,16769600,,,,,
1322,16569200,,,,,
1323,18572100,,,,,
1324,17047500,,,,,
1325,16626200,,,,,
1326,15732100,,,,,
1327,16895000,,,,,
1328,17317800,,,,,
1329,16758200,,,,,
1330,14972000,,,,,
1331,15546600,,,,,
1332,15543800,,,,,
1333,16680500,,,,,
1334,16239600,,,,,
1335,16763100,,,,,
1336,17642000,,,,,
1337,18032800,,,,,
1338,14893100,,,,,
1339,15210200,,,,,
1340,14934400,,,,,
1341,16594600,,,,,
1342,15361700,,,,,
1343,15572100,,,,,
1344,15092500,,,,,
1345,15712800,,,,,
1346,15447600,,,,,
1347,16401600,,,,,
1348,15951300,,,,,
1349,16678700,,,,,
1350,16232600,,,,,
1351,16513100,,,,,
1352,15829600,,,,,
1353,16310400,,,,,
1354,17373100,,,,,
1355,15994400,,,,,
1356,15119700,,,,,
1357,14721700,,,,,
1358,14361400,,,,,
1359,15750600,,,,,
1360,15606700,,,,,
1361,16971300,,,,,
1362,17623300,,,,,
1363,17463000,,,,,
1364,16657600,,,,,
1365,16960300,,,,,
1366,15466000,,,,,
1367,16074500,,,,,
1368,15350700,,,,,
1369,15669500,,,,,
1370,15259000,,,,,
1371,15783700,,,,,
1372,15319700,,,,,
1373,16545100,,,,,
1374,18189700,,,,,
1375,17220800,,,,,
1376,16433800,,,,,
1377,16751000,,,,,
1378,16349500,,,,,
1379,16658500,,,,,
1380,17114900,,,,,
1381,15672600,,,,,
1382,15214400,,,,,
1383,15763700,,,,,
1384,15550700,,,,,
1385,16403600,,,,,
1386,16057400,,,,,
1387,16714900,,,,,
1388,17306300,,,,,
1389,16822500,,,,,
1390,15777000,,,,,
1391,16231300,,,,,
1392,16358800,,,,,
1393,16743400,,,,,
1394,14623800,,,,,
1395,14969900,,,,,
1396,14715800,,,,,
1397,15688700,,,,,
1398,15416600,,,,,
1399,16353400,,,,,
1400,15108500,,,,,
1401,15723300,,,,,
1402,16478900,,,,,
1403,16556200,,,,,
1404,16186700,,,,,
1405,16636000,,,,,
1406,16204700,,,,,
1407,17085000,,,,,
1408,17055000,,,,,
1409,17008200,,,,,
1410,16474000,,,,,
1411,16923200,,,,,
1412,16384900,,,,,
1413,17036500,,,,,
1414,17596000,,,,,
1415,15776000,,,,,
1416,15200900,,,,,
1417,15500000,,,,,
1418,15327200,,,,,
1419,15931400,,,,,
1420,16872200,,,,,
1421,16646100,,,,,
1422,16794800,,,,,
1423,16675400,,,,,
1424,16051500,,,,,
1425,15881800,,,,,
1426,15306300,,,,,
1427,15403600,,,,,
1428,16104900,,,,,
1429,16966300,,,,,
1430,15518800,,,,,
1431,16032000,,,,,
1432,16255200,,,,,
1433,17177300,,,,,
1434,17409400,,,,,
1435,16582900,,,,,
1436,14955900,,,,,
1437,16689400,,,,,
1438,15874300,,,,,
1439,16475500,,,,,
1440,16450800,,,,,
1441,17009700,,,,,
1442,16255000,,,,,
1443,16782100,,,,,
1444,16122500,,,,,
1445,16743200,,,,,
1446,16556000,,,,,
1447,16094000,,,,,
1448,14854500,,,,,
1449,15780700,,,,,
1450,15248400,,,,,
1451,16158000,,,,,
1452,16478600,,,,,
1453,16859800,,,,,
1454,16932100,,,,,
1455,17666400,,,,,
1456,17366700,,,,,
1457,17304200,,,,,
1458,16624200,,,,,
1459,16720500,,,,,
1460,17429400,,,,,
1461,17031000,,,,,
1462,15315700,,,,,
1463,15748700,,,,,
1464,15548300,,,,,
1465,16203000,,,,,
1466,16536600,,,,,
1467,16948800,,,,,
1468,17217200,,,,,
1469,18014100,,,,,
1470,16879900,,,,,
1471,17019600,,,,,
1472,16272300,,,,,
1473,17769800,,,,,
1474,16388700,,,,,
1475,15507000,,,,,
1476,15193700,,,,,
1477,15590200,,,,,
1478,15278300,,,,,
1479,16667800,,,,,
1480,15149700,,,,,
1481,15396800,,,,,
1482,15415300,,,,,
1483,16015500,,,,,
1484,15669800,,,,,
1485,15800100,,,,,
1486,15746900,,,,,
1487,17391600,,,,,
1488,15251500,,,,,
1489,14718600,,,,,
1490,14880800,,,,,
1491,15674800,,,,,
1492,15389300,,,,,
1493,16463400,,,,,
1494,16522900,,,,,
1495,17102100,,,,,
1496,17351200,,,,,
1497,18037900,,,,,
1498,16175100,,,,,
1499,15515800,,,,,
1500,15772000,,,,,
1501,15983300,,,,,
1502,15260600,,,,,
1503,15637700,,,,,
1504,15218000,,,,,
1505,16302600,,,,,
1506,16083800,,,,,
1507,18135700,,,,,
1508,16483000,,,,,
1509,17005200,,,,,
1510,16263400,,,,,
1511,16922500,,,,,
1512,16132200,,,,,
1513,17774600,,,,,
1514,15318600,,,,,
1515,15657200,,,,,
1516,15007700,,,,,
1517,16035400,,,,,
1518,15625300,,,,,
1519,16607900,,,,,
1520,15961000,,,,,
1521,17901000,,,,,
1522,15963500,,,,,
1523,16363900,,,,,
1524,15396100,,,,,
1525,16083200,,,,,
1526,15415000,,,,,
1527,16969100,,,,,
1528,16549300,,,,,
1529,16386200,,,,,
1530,16091000,,,,,
1531,16611000,,,,,
1532,16233700,,,,,
1533,16755400,,,,,
1534,17509600,,,,,
1535,17616400,,,,,
1536,16686200,,,,,
1537,15822000,,,,,
1538,17085100,,,,,
1539,17523400,,,,,
1540,14607400,,,,,
1541,15029800,,,,,
1542,15250100,,,,,
1543,15640000,,,,,
1544,15150900,,,,,
1545,15881600,,,,,
1546,16093400,,,,,
1547,16785500,,,,,
1548,18088800,,,,,
1549,17253500,,,,,
1550,16296000,,,,,
1551,16819700,,,,,
1552,15487500,,,,,
1553,15965300,,,,,
1554,15148700,,,,,
1555,15767300,,,,,
1556,15541300,,,,,
1557,16513600,,,,,
1558,15865800,,,,,
1559,17417100,,,,,
1560,16674800,,,,,
1561,16784400,,,,,
1562,15952200,,,,,
1563,16509100,,,,,
1564,15996300,,,,,
1565,17777700,,,,,
1566,15584900,,,,,
1567,15499800,,,,,
1568,15227300,,,,,
1569,15463100,,,,,
1570,14712700,,,,,
1571,15937100,,,,,
1572,16102800,,,,,
1573,18471000,,,,,
1574,16597900,,,,,
1575,16546100,,,,,
1576,16250300,,,,,
1577,16642600,,,,,
1578,16176100,,,,,
1579,17952800,,,,,
1580,14993100,,,,,
1581,15431600,,,,,
1582,15247500,,,,,
1583,15860600,,,,,
1584,15937000,,,,,
1585,16991600,,,,,
1586,15755600,,,,,
1587,15570200,,,,,
1588,15757700,,,,,
1589,15774600,,,,,
1590,14662500,,,,,
1591,15611100,,,,,
1592,14865300,,,,,
1593,14992400,,,,,
1594,14200100,,,,,
1595,14506300,,,,,
1596,14701700,,,,,
1597,15065400,,,,,
1598,14702200,,,,,
1599,15616600,,,,,
1600,14781500,,,,,
1601,14983900,,,,,
1602,14680800,,,,,
1603,14763100,,,,,
1604,14082100,,,,,
1605,15794400,,,,,
1606,15582300,,,,,
1607,15688300,,,,,
1608,15374000,,,,,
1609,15982300,,,,,
1610,15474300,,,,,
1611,16055900,,,,,
1612,18306100,,,,,
1613,16845900,,,,,
1614,17137700,,,,,
1615,16283900,,,,,
1616,15655100,,,,,
1617,16289800,,,,,
1618,17311000,,,,,
1619,16538600,,,,,
1620,15312100,,,,,
1621,15730500,,,,,
1622,15312100,,,,,
1623,16237500,,,,,
1624,15930000,,,,,
1625,16770600,,,,,
1626,16845600,,,,,
1627,17848100,,,,,
1628,15957800,,,,,
1629,16407900,,,,,
1630,15987700,,,,,
1631,18212000,,,,,
1632,16534600,,,,,
1633,15773600,,,,,
1634,14957900,,,,,
1635,15783200,,,,,
1636,14943100,,,,,
1637,15810500,,,,,
1638,16317300,,,,,
1639,17463800,,,,,
1640,17067300,,,,,
1641,16422900,,,,,
1642,15744500,,,,,
1643,16583600,,,,,
1644,17097600,,,,,
1645,16811700,,,,,
1646,14684400,,,,,
1647,15599600,,,,,
1648,15195300,,,,,
1649,15348600,,,,,
1650,15008200,,,,,
1651,16122800,,,,,
1652,15213900,,,,,
1653,16552100,,,,,
1654,15485200,,,,,
1655,15830400,,,,,
1656,15574300,,,,,
1657,16391900,,,,,
1658,17441900,,,,,
1659,17380500,,,,,
1660,15339400,,,,,
1661,15404100,,,,,
1662,14940900,,,,,
1663,14790100,,,,,
1664,15128700,,,,,
1665,15753600,,,,,
1666,16016200,,,,,
1667,18422800,,,,,
1668,17168100,,,,,
1669,16627300,,,,,
1670,15458000,,,,,
1671,17617400,,,,,
1672,16991200,,,,,
1673,15877100,,,,,
1674,15591400,,,,,
1675,15854500,,,,,
1676,16478000,,,,,
1677,16600600,,,,,
1678,16124700,,,,,
1679,17910200,,,,,
1680,17269700,,,,,
1681,16897200,,,,,
1682,16236900,,,,,
1683,16926000,,,,,
1684,17521200,,,,,
1685,16548300,,,,,
1686,14845000,,,,,
1687,15281800,,,,,
1688,14653400,,,,,
1689,15291200,,,,,
1690,14637400,,,,,
1691,15013400,,,,,
1692,15104000,,,,,
1693,15429000,,,,,
1694,14467800,,,,,
1695,15213500,,,,,
1696,14967700,,,,,
1697,15601100,,,,,
1698,14861600,,,,,
1699,15216700,,,,,
1700,14669600,,,,,
1701,15050500,,,,,
1702,14583800,,,,,
1703,15018100,,,,,
1704,15484300,,,,,
1705,14683200,,,,,
1706,13958200,,,,,
1707,15010900,,,,,
1708,14529900,,,,,
1709,15076200,,,,,
1710,15283700,,,,,
1711,15273700,,,,,
1712,14586600,,,,,
1713,15019300,,,,,
1714,14223100,,,,,
1715,14825900,,,,,
1716,14661300,,,,,
1717,15212700,,,,,
1718,14562100,,,,,
1719,14937900,,,,,
1720,15724600,,,,,
1721,15575700,,,,,
1722,14713500,,,,,
1723,14794400,,,,,
1724,14607600,,,,,
1725,15312400,,,,,
1726,14522700,,,,,
1727,15131700,,,,,
1728,14909800,,,,,
1729,15202500,,,,,
1730,14785100,,,,,
1731,15796900,,,,,
1732,15159000,,,,,
1733,15194100,,,,,
1734,14372000,,,,,
1735,15095000,,,,,
1736,14700800,,,,,
1737,15163100,,,,,
1738,15523800,,,,,
1739,15471800,,,,,
1740,14330400,,,,,
1741,15049600,,,,,
1742,14604300,,,,,
1743,14816900,,,,,
1744,14140700,,,,,
1745,15856100,,,,,
1746,14996200,,,,,
1747,15087900,,,,,
1748,15067600,,,,,
1749,15265700,,,,,
1750,14669200,,,,,
1751,15390500,,,,,
1752,14937100,,,,,
1753,14798900,,,,,
1754,13956900,,,,,
1755,15119200,,,,,
1756,14734100,,,,,
1757,15295700,,,,,
1758,14654200,,,,,
1759,16160900,,,,,
1760,14671400,,,,,
1761,15146900,,,,,
1762,14666500,,,,,
1763,14810900,,,,,
1764,14171000,,,,,
1765,15677800,,,,,
1766,14945200,,,,,
1767,16127200,,,,,
1768,16511900,,,,,
1769,17425200,,,,,
1770,16842700,,,,,
1771,16736700,,,,,
1772,16620700,,,,,
1773,18048600,,,,,
1774,17124300,,,,,
1775,16874900,,,,,
1776,16570000,,,,,
1777,17057800,,,,,
1778,16768400,,,,,
1779,16683600,,,,,
1780,15861400,,,,,
1781,16233500,,,,,
1782,15144700,,,,,
1783,15837500,,,,,
1784,15386900,,,,,
1785,15951000,,,,,
1786,17915500,,,,,
1787,17426000,,,,,
1788,16378300,,,,,
1789,16923500,,,,,
1790,16277200,,,,,
1791,18211400,,,,,
1792,16401900,,,,,
1793,16161600,,,,,
1794,15388400,,,,,
1795,15904100,,,,,
1796,15454000,,,,,
1797,16424000,,,,,
1798,16398100,,,,,
1799,18449000,,,,,
1800,17057000,,,,,
1801,16751200,,,,,
1802,15702400,,,,,
1803,16244700,,,,,
1804,17795600,,,,,
1805,16881100,,,,,
1806,15641300,,,,,
1807,16491100,,,,,
1808,15479800,,,,,
1809,15507100,,,,,
1810,15377300,,,,,
1811,16069600,,,,,
1812,16039300,,,,,
1813,17144700,,,,,
1814,15529100,,,,,
1815,15230700,,,,,
1816,14850300,,,,,
1817,14768400,,,,,
1818,16038900,,,,,
1819,15864800,,,,,
1820,15851600,,,,,
1821,16435800,,,,,
1822,15583700,,,,,
1823,15934100,,,,,
1824,16236500,,,,,
1825,17024800,,,,,
1826,16182700,,,,,
1827,16924200,,,,,
1828,16443400,,,,,
1829,17043800,,,,,
1830,16414900,,,,,
1831,16721200,,,,,
1832,16895700,,,,,
1833,17655900,,,,,
1834,15938800,,,,,
1835,16156300,,,,,
1836,15738000,,,,,
1837,16310700,,,,,
1838,15667000,,,,,
1839,16577900,,,,,
1840,16308200,,,,,
1841,17307100,,,,,
1842,17383500,,,,,
1843,17996300,,,,,
1844,16592500,,,,,
1845,21909300,,,,,
1846,21565200,,,,,
1847,20053400,,,,,
1848,20192100,,,,,
1849,20239100,,,,,
1850,16104500,,,,,
1851,16826100,,,,,
1852,17646800,,,,,
1853,17473700,,,,,
1854,15285900,,,,,
1855,15494500,,,,,
1856,15587200,,,,,
1857,15598500,,,,,
1858,16074300,,,,,
1859,16839700,,,,,
1860,16158000,,,,,
1861,15870400,,,,,
1862,16619100,,,,,
1863,15904500,,,,,
1864,16485400,,,,,
1865,17326700,,,,,
1866,16396700,,,,,
1867,15176300,,,,,
1868,15014800,,,,,
1869,15444100,,,,,
1870,15329200,,,,,
1871,16283900,,,,,
1872,15350100,,,,,
1873,15423900,,,,,
1874,14705200,,,,,
1875,15774200,,,,,
1876,16185200,,,,,
1877,17838600,,,,,
1878,16972500,,,,,
1879,16606700,,,,,
1880,16035600,,,,,
1881,16628400,,,,,
1882,16923100,,,,,
1883,17835600,,,,,
1884,15416800,,,,,
1885,15356700,,,,,
1886,15481500,,,,,
1887,16083300,,,,,
1888,15828200,,,,,
1889,16726600,,,,,
1890,16861700,,,,,
1891,16323800,,,,,
1892,15834400,,,,,
1893,16083800,,,,,
1894,15287900,,,,,
1895,15464900,,,,,
1896,15477600,,,,,
1897,15896900,,,,,
1898,15299500,,,,,
1899,15890800,,,,,
1900,15755500,,,,,
1901,16358100,,,,,
1902,15846200,,,,,
1903,16990100,,,,,
1904,15532000,,,,,
1905,16074500,,,,,
1906,15433000,,,,,
1907,15988800,,,,,
1908,16439200,,,,,
1909,17846500,,,,,
1910,17251800,,,,,
1911,16774100,,,,,
1912,15357600,,,,,
1913,16037300,,,,,
1914,16002900,,,,,
1915,16765300,,,,,
1916,17063000,,,,,
1917,16174400,,,,,
1918,16522100,,,,,
1919,17697100,,,,,
1920,16861900,,,,,
1921,16760800,,,,,
1922,17260200,,,,,
1923,15701400,,,,,
1924,14123500,,,,,
1925,15446700,,,,,
1926,14816300,,,,,
1927,16009100,,,,,
1928,16510200,,,,,
1929,16901200,,,,,
1930,17264600,,,,,
1931,17803100,,,,,
1932,16747400,,,,,
1933,17268600,,,,,
1934,16092300,,,,,
1935,17136500,,,,,
1936,16003800,,,,,
1937,15330600,,,,,
1938,15166800,,,,,
1939,16428300,,,,,
1940,15491100,,,,,
1941,16589600,,,,,
1942,16333400,,,,,
1943,17469200,,,,,
1944,17302900,,,,,
1945,17067800,,,,,
1946,16466600,,,,,
1947,16939300,,,,,
1948,17405500,,,,,
1949,17154800,,,,,
1950,15073100,,,,,
1951,15588500,,,,,
1952,15295100,,,,,
1953,15819000,,,,,
1954,15815300,,,,,
1955,16653800,,,,,
1956,15725900,,,,,
1957,17275600,,,,,
1958,16267800,,,,,
1959,16414000,,,,,
1960,16137200,,,,,
1961,16213900,,,,,
1962,15553300,,,,,
1963,15519900,,,,,
1964,14233400,,,,,
1965,15315500,,,,,
1966,15181000,,,,,
1967,15622800,,,,,
1968,15234400,,,,,
1969,16081000,,,,,
1970,16779200,,,,,
1971,17769700,,,,,
1972,17105400,,,,,
1973,17466000,,,,,
1974,17167100,,,,,
1975,17125500,,,,,
1976,17200500,,,,,
1977,16639200,,,,,
1978,17087100,,,,,
1979,17412500,,,,,
1980,16516900,,,,,
1981,17337400,,,,,
1982,16965300,,,,,
1983,16669800,,,,,
1984,17981700,,,,,
1985,18499900,,,,,
1986,15520800,,,,,
1987,16267900,,,,,
1988,14969500,,,,,
1989,14691500,,,,,
1990,15138800,,,,,
1991,15790700,,,,,
1992,15470700,,,,,
1993,16757600,,,,,
1994,16484900,,,,,
1995,16647500,,,,,
1996,16076900,,,,,
1997,15896100,,,,,
1998,15207300,,,,,
1999,15412200,,,,,
2000,15445700,,,,,
2001,15728100,,,,,
2002,15228500,,,,,
2003,15854700,,,,,
2004,15096700,,,,,
2005,15722400,,,,,
2006,14686700,,,,,
2007,16266500,,,,,
2008,16083300,,,,,
2009,17112600,,,,,
2010,16583100,,,,,
2011,16748600,,,,,
2012,16471300,,,,,
2013,18186800,,,,,
2014,16300200,,,,,
2015,15051400,,,,,
2016,15203800,,,,,
2017,15746900,,,,,
2018,15435800,,,,,
2019,15959400,,,,,
2020,16197800,,,,,
2021,16935900,,,,,
2022,16726100,,,,,
2023,15983000,,,,,
2024,15163600,,,,,
2025,15709700,,,,,
2026,15225200,,,,,
2027,17359900,,,,,
2028,15171900,,,,,
2029,15492200,,,,,
2030,14644300,,,,,
2031,15235900,,,,,
2032,14688300,,,,,
2033,15629100,,,,,
2034,15220600,,,,,
2035,16608100,,,,,
2036,16721000,,,,,
2037,17169600,,,,,
2038,16390000,,,,,
2039,16952400,,,,,
2040,16905000,,,,,
2041,17759500,,,,,
2042,15196400,,,,,
2043,15592600,,,,,
2044,14871600,,,,,
2045,15655600,,,,,
2046,15262800,,,,,
2047,15526400,,,,,
2048,15367000,,,,,
2049,16631300,,,,,
2050,15507900,,,,,
2051,16500300,,,,,
2052,16138600,,,,,
2053,16368700,,,,,
2054,15380000,,,,,
2055,15286200,,,,,
2056,14689100,,,,,
2057,15493900,,,,,
2058,15099500,,,,,
2059,15686900,,,,,
2060,15283400,,,,,
2061,16189800,,,,,
2062,18369700,,,,,
2063,17219100,,,,,
2064,16133600,,,,,
2065,16783100,,,,,
2066,16424700,,,,,
2067,16302500,,,,,
2068,16212200,,,,,
2069,15653100,,,,,
2070,15278000,,,,,
2071,15717600,,,,,
2072,15417400,,,,,
2073,16282100,,,,,
2074,15352000,,,,,
2075,15352600,,,,,
2076,15666300,,,,,
2077,15308400,,,,,
2078,14365800,,,,,
2079,15383800,,,,,
2080,15151800,,,,,
2081,15542900,,,,,
2082,16349400,,,,,
2083,17075600,,,,,
2084,16452300,,,,,
2085,16592600,,,,,
2086,16348200,,,,,
2087,16794400,,,,,
2088,16157100,,,,,
2089,17043100,,,,,
2090,18272100,,,,,
2091,17167100,,,,,
2092,16418600,,,,,
2093,16819100,,,,,
2094,16476800,,,,,
2095,17666900,,,,,
2096,15428500,,,,,
2097,15475300,,,,,
2098,15202600,,,,,
2099,15997200,,,,,
2100,16198000,,,,,
2101,16893500,,,,,
2102,15841100,,,,,
2103,16709400,,,,,
2104,14894200,,,,,
2105,15393100,,,,,
2106,14982500,,,,,
2107,15566300,,,,,
2108,15183900,,,,,
2109,15768900,,,,,
2110,16395700,,,,,
2111,15949200,,,,,
2112,14477200,,,,,
2113,15512200,,,,,
2114,14954900,,,,,
2115,15646800,,,,,
2116,16339600,,,,,
2117,15315600,,,,,
2118,15275200,,,,,
2119,15283500,,,,,
2120,14727500,,,,,
2121,15234200,,,,,
2122,15208900,,,,,
2123,14563200,,,,,
2124,14330700,,,,,
2125,15117000,,,,,
2126,14723600,,,,,
2127,15151200,,,,,
2128,14591400,,,,,
2129,16063400,,,,,
2130,14756700,,,,,
2131,15042400,,,,,
2132,14309700,,,,,
2133,14458600,,,,,
2134,14545600,,,,,
2135,15316300,,,,,
2136,15297900,,,,,
2137,15168500,,,,,
2138,14582700,,,,,
2139,15053800,,,,,
2140,14509700,,,,,
2141,14738700,,,,,
2142,14055800,,,,,
2143,15626700,,,,,
2144,14799600,,,,,
2145,15648200,,,,,
2146,14798700,,,,,
2147,15009500,,,,,
2148,14494200,,,,,
2149,15080500,,,,,
2150,14521100,,,,,
2151,14548300,,,,,
2152,14816000,,,,,
2153,15083800,,,,,
2154,14534600,,,,,
2155,15043000,,,,,
2156,14465300,,,,,
2157,15538100,,,,,
2158,14774500,,,,,
2159,15025600,,,,,
2160,14052800,,,,,
2161,15140300,,,,,
2162,14657100,,,,,
2163,16106400,,,,,
2164,15647300,,,,,
2165,15249300,,,,,
2166,15058500,,,,,
2167,15023600,,,,,
2168,14924400,,,,,
2169,15125200,,,,,
2170,14802300,,,,,
2171,14607200,,,,,
2172,16165600,,,,,
2173,16018800,,,,,
2174,15291900,,,,,
2175,15133100,,,,,
2176,15391900,,,,,
2177,15390200,,,,,
2178,14998500,,,,,
2179,16017900,,,,,
2180,15173800,,,,,
2181,15184000,,,,,
2182,15045800,,,,,
2183,14854900,,,,,
2184,14748200,,,,,
2185,14673400,,,,,
2186,15117600,,,,,
2187,15268100,,,,,
2188,15031500,,,,,
2189,15161300,,,,,
2190,15785700,,,,,
2191,14968300,,,,,
2192,15291100,,,,,
2193,15129600,,,,,
2194,14481400,,,,,
2195,15004600,,,,,
2196,15119000,,,,,
2197,15221700,,,,,
2198,15120100,,,,,
2199,15128500,,,,,
2200,14954200,,,,,
2201,14960700,,,,,
2202,14971900,,,,,
2203,15244500,,,,,
2204,14726100,,,,,
2205,15081700,,,,,
2206,15204800,,,,,
2207,15167100,,,,,
2208,14531400,,,,,
2209,15111500,,,,,
2210,14407900,,,,,
2211,15501200,,,,,
2212,14781900,,,,,
2213,14984500,,,,,
2214,14039000,,,,,
2215,15013200,,,,,
2216,14556800,,,,,
2217,15559900,,,,,
2218,19964800,,,,,
2219,19759500,,,,,
2220,19713900,,,,,
2221,19675000,,,,,
2222,19708600,,,,,
2223,15763400,,,,,
2224,15953300,,,,,
2225,15530800,,,,,
2226,15223700,,,,,
2227,15328600,,,,,
2228,15621200,,,,,
2229,15762900,,,,,
2230,15419400,,,,,
2231,15658200,,,,,
2232,15884100,,,,,
2233,15320400,,,,,
2234,15187600,,,,,
2235,15241700,,,,,
2236,15362500,,,,,
2237,15257100,,,,,
2238,16162700,,,,,
2239,15331800,,,,,
2240,14782000,,,,,
2241,15011800,,,,,
2242,14560900,,,,,
2243,15391500,,,,,
2244,14037400,,,,,
2245,15188400,,,,,
2246,14751600,,,,,
2247,15208700,,,,,
2248,14970500,,,,,
2249,15366700,,,,,
2250,15689900,,,,,
2251,15368000,,,,,
2252,14709800,,,,,
2253,14740600,,,,,
2254,14171700,,,,,
2255,15902700,,,,,
2256,15621700,,,,,
2257,16180700,,,,,
2258,15182400,,,,,
2259,15173800,,,,,
2260,14728200,,,,,
2261,15158300,,,,,
2262,14676000,,,,,
2263,15068800,,,,,
2264,15364300,,,,,
2265,14780700,,,,,
2266,14046900,,,,,
2267,15078400,,,,,
2268,14590500,,,,,
2269,15108600,,,,,
2270,15090100,,,,,
2271,15298000,,,,,
2272,14540500,,,,,
2273,15016200,,,,,
2274,14356500,,,,,
2275,14554100,,,,,
2276,14658000,,,,,
2277,15311900,,,,,
2278,14937000,,,,,
2279,15039700,,,,,
2280,14964400,,,,,
2281,15340400,,,,,
2282,14527600,,,,,
2283,14798100,,,,,
2284,14702000,,,,,
2285,15685000,,,,,
2286,14557300,,,,,
2287,15080400,,,,,
2288,14615100,,,,,
2289,14986100,,,,,
2290,14555100,,,,,
2291,15006300,,,,,
2292,15074200,,,,,
2293,14754000,,,,,
2294,14088000,,,,,
2295,15205600,,,,,
2296,14808200,,,,,
2297,15062900,,,,,
2298,15213800,,,,,
2299,15505700,,,,,
2300,14603400,,,,,
2301,15086500,,,,,
2302,14636300,,,,,
2303,14541600,,,,,
2304,14411100,,,,,
2305,15086600,,,,,
2306,14544400,,,,,
2307,15576700,,,,,
2308,14876900,,,,,
2309,15288600,,,,,
2310,14763700,,,,,
2311,15130900,,,,,
2312,15035100,,,,,
2313,14629500,,,,,
2314,14109700,,,,,
2315,15035100,,,,,
2316,14695800,,,,,
2317,15164200,,,,,
2318,14508600,,,,,
2319,15681700,,,,,
2320,14827700,,,,,
2321,15008100,,,,,
2322,14621000,,,,,
2323,14812400,,,,,
2324,14108300,,,,,
2325,15619300,,,,,
2326,15038400,,,,,
2327,15065400,,,,,
2328,14557000,,,,,
2329,14997600,,,,,
2330,14495000,,,,,
2331,15022100,,,,,
2332,15383800,,,,,
2333,15062700,,,,,
2334,14366700,,,,,
2335,14526300,,,,,
2336,14776300,,,,,
2337,15082100,,,,,
2338,15195500,,,,,
2339,15265200,,,,,
2340,14551900,,,,,
2341,15053900,,,,,
2342,14583900,,,,,
2343,15143000,,,,,
2344,14459100,,,,,
2345,15298900,,,,,
2346,14437800,,,,,
2347,15037300,,,,,
2348,14641800,,,,,
2349,15075000,,,,,
2350,14537700,,,,,
2351,15020400,,,,,
2352,15206900,,,,,
2353,14995400,,,,,
2354,14563100,,,,,
2355,14753900,,,,,
2356,14040500,,,,,
2357,14515300,,,,,
