Frame,Frame Duration in Nanoseconds,,,,=average(b2:b10002),=avedev(b2:b10002)
0,19428100
1,17008500
2,16444600
3,16084600
4,15273900
5,16608500
6,16025900
7,18208600
8,16462400
9,18464300
10,18964500
11,17089900
12,15907000
13,17204100
14,15674300
15,16311400
16,15977400
17,16775500
18,16328600
19,18397500
20,16011200
21,16115100
22,15570300
23,16125500
24,15688200
25,16550200
26,16053800
27,16600900
28,15575700
29,15028000
30,14590900
31,15505500
32,15361100
33,15632800
34,15165900
35,15274100
36,14677700
37,15141100
38,14643600
39,14863000
40,14722200
41,15978000
42,14988100
43,15119500
44,14723900
45,15725900
46,14772500
47,15078800
48,14647500
49,15117300
50,14065700
51,15146600
52,15095900
53,15861000
54,15327400
55,15422000
56,14602200
57,15095100
58,14615700
59,15578100
60,14501500
61,14782800
62,15080300
63,15649500
64,15342900
65,15398100
66,14720100
67,15584600
68,15169700
69,15702300
70,16646500
71,17446400
72,16762500
73,16745300
74,15984100
75,16519300
76,16079400
77,16717200
78,15382200
79,15763400
80,14563100
81,16533300
82,15498100
83,16211100
84,15223200
85,16055000
86,15170700
87,15438600
88,15632900
89,15523800
90,14818700
91,15289900
92,14987200
93,15244800
94,14183900
95,15176100
96,14905200
97,15158100
98,15941300
99,15586000
100,15059700
101,16012200
102,15163600
103,15758000
104,15420600
105,16585400
106,16161000
107,15970400
108,15448100
109,16109100
110,14665200
111,15862000
112,15462700
113,15712100
114,15136500
115,15618800
116,15096900
117,15756500
118,14993400
119,15289500
120,14717800
121,14805700
122,14293000
123,15094900
124,15369500
125,15414800
126,14852400
127,15148600
128,14554900
129,15040100
130,14828900
131,16069700
132,14114400
133,15200400
134,14796800
135,15164300
136,14746600
137,15409600
138,15427900
139,15249800
140,14808300
141,15062200
142,14212800
143,15098500
144,14828500
145,16461600
146,15060000
147,15272500
148,14748700
149,15084800
150,14582500
151,15934600
152,14551900
153,14511200
154,14769800
155,15283600
156,14794700
157,15214500
158,14738900
159,15790700
160,15015000
161,15253300
162,14334700
163,14585800
164,14735900
165,15679900
166,15001600
167,15143800
168,14653200
169,15101500
170,14597500
171,15642200
172,15802100
173,14733500
174,14521900
175,15136200
176,14769300
177,15239600
178,15035000
179,15451200
180,14693900
181,15264900
182,15491100
183,15510000
184,14729800
185,15643400
186,15179200
187,16388400
188,15434700
189,15633200
190,15052600
191,15295100
192,15116200
193,15556900
194,15140600
195,15699000
196,14874000
197,14963100
198,14639100
199,15096700
200,15529000
201,15459100
202,14729000
203,15004100
204,14698400
205,15302400
206,14990300
207,14628000
208,14673100
209,15845000
210,15040400
211,15367100
212,14881900
213,16135800
214,14954800
215,15098000
216,14771700
217,14981200
218,14236500
219,15631200
220,15059500
221,15273100
222,14754400
223,15131000
224,14756100
225,16223400
226,14632200
227,16536900
228,14652200
229,14573200
230,14731500
231,15260400
232,15020100
233,15763600
234,15186200
235,15117400
236,14744000
237,15490200
238,15442100
239,15125300
240,14704500
241,15397500
242,15434900
243,15604500
244,14734300
245,15051200
246,15261400
247,15497300
248,15222500
249,15564400
250,15177100
251,15328700
252,14212300
253,15321000
254,15599700
255,15933300
256,15013900
257,15116200
258,14518300
259,15151900
260,15571100
261,15158800
262,14144100
263,14924400
264,14704200
265,15255400
266,14759600
267,14966600
268,14700600
269,16099600
270,14772900
271,15038900
272,14220000
273,15829700
274,14985200
275,15315700
276,14779000
277,15063400
278,14632400
279,15159400
280,14779800
281,15841900
