Frame,Frame Duration in Nanoseconds,,,,=average(b2:b10002),=avedev(b2:b10002)
0,4075400
1,620600
2,501700
3,439800
4,529200
5,743000
6,831300
7,430500
8,443300
9,854900
10,415000
11,413300
12,921300
13,462700
14,414400
15,417200
16,469500
17,1044900
18,620500
19,409400
20,407600
21,401600
22,403100
23,401500
24,402700
25,460300
26,437900
27,423000
28,406900
29,407000
30,405000
31,405000
32,439400
33,429700
34,430600
35,421500
36,533400
37,477900
38,913000
39,721300
40,456900
41,439300
42,424200
43,456800
44,421900
45,418000
46,420800
47,412100
48,405600
49,432900
50,415700
51,430900
52,404400
53,449900
54,425700
55,419300
56,421800
57,422400
58,410900
59,409500
60,425700
61,455300
62,412100
63,427700
64,416700
65,411400
66,424700
67,409200
68,416200
69,407900
70,432700
71,408700
72,427000
73,420600
74,427400
75,645300
76,539900
77,412800
78,411400
79,401200
80,401700
81,396300
82,397200
83,402600
84,399200
85,397900
86,401300
87,430500
88,439100
89,461300
90,432800
91,795200
92,435800
93,407000
94,405900
95,435700
96,416200
97,407100
98,428400
99,409800
100,440700
101,410800
102,421600
103,402600
104,399400
105,397200
106,393600
107,395600
108,397900
109,395700
110,441900
111,673000
112,554600
113,402600
114,394600
115,396000
116,400300
117,408500
118,404800
119,399800
120,396100
121,394100
122,413300
123,417300
124,424600
125,385800
126,396000
127,398500
128,391200
129,398800
130,398100
131,390300
132,427200
133,376900
134,387600
135,478200
136,439400
137,489600
138,445600
139,459500
140,790000
141,412200
142,410700
143,406000
144,406700
145,427300
146,462600
147,415700
148,408900
149,1028700
150,422500
151,398100
152,414700
153,411500
154,411900
155,402100
156,407800
157,421700
158,407300
159,445600
160,404000
161,440300
162,451500
163,401900
164,412900
165,422200
166,463100
167,408700
168,422200
169,466900
170,475300
171,487000
172,534500
173,526400
174,466300
175,415400
176,950100
177,418300
178,409200
179,407500
180,405900
181,492500
182,523600
183,896800
184,425000
185,430100
186,418400
187,408800
188,413000
189,410300
190,408300
191,415300
192,407600
193,401800
194,404200
195,403300
196,401800
197,403300
198,402100
199,464900
200,404000
201,403700
202,426700
203,428500
204,463500
205,445900
206,436100
207,486200
208,460900
209,459300
210,452900
211,476400
212,797400
213,443400
214,431200
215,419900
216,437300
217,459700
218,805000
219,439200
220,405300
221,406300
222,402700
223,407500
224,399600
225,409700
226,400200
227,405000
228,411000
229,409500
230,400500
231,417000
232,443600
233,430400
234,475900
235,429900
236,478300
237,642600
238,445300
239,485400
240,568000
241,868800
242,527900
243,473000
244,544800
245,476000
246,479300
247,440100
248,496500
249,572700
250,569700
251,878800
252,447800
253,531100
254,793200
255,526100
256,411300
257,416000
258,409500
259,415900
260,413100
261,424800
262,408500
263,413000
264,410700
265,407500
266,397100
267,413900
268,423100
269,399500
270,399600
271,401000
272,401000
273,458000
274,411600
275,534700
276,405300
277,422100
278,424600
279,436300
280,446800
281,424100
282,439700
283,432600
284,481500
285,476200
286,639600
287,949500
288,586000
289,434000
290,426500
291,473200
292,481600
293,482700
294,455600
295,432900
296,418200
297,430700
298,426900
299,418300
300,846700
301,436500
302,568000
303,479600
304,421000
305,420900
306,404500
307,438300
308,396800
309,398200
310,399700
311,397400
312,395400
313,400600
314,393900
315,394700
316,394000
317,450000
318,512000
319,790000
320,771100
321,558700
322,409900
323,398500
324,399600
325,401400
326,400900
327,399900
328,401000
329,401500
330,400000
331,399900
332,391400
333,395100
334,399000
335,398800
336,391500
337,390700
338,426800
339,395000
340,425000
341,391600
342,397500
343,401500
344,398000
345,394800
346,392100
347,393600
348,390500
349,392600
350,390700
351,400900
352,393500
353,399600
354,400700
355,415400
356,410400
357,912800
358,444900
359,423500
360,472400
361,429800
362,470900
363,645800
364,507700
365,444600
366,430500
367,487200
368,446300
369,843800
370,417700
371,398000
372,403100
373,395600
374,395200
375,402000
376,397300
377,393500
378,395100
379,393000
380,397700
381,403900
382,391200
383,394400
384,394700
385,394000
386,392400
387,392100
388,396800
389,391400
390,483900
391,388700
392,854300
393,401000
394,394600
395,396700
396,392600
397,399400
398,395800
399,392200
400,392000
401,398600
402,397300
403,396700
404,389700
405,399500
406,393600
407,396500
408,392100
409,395600
410,396600
411,395500
412,391700
413,397000
414,395400
415,398400
416,392300
417,396600
418,402500
419,395200
420,397300
421,394700
422,394900
423,397700
424,389100
425,397400
426,509000
427,413100
428,470300
429,461600
430,527100
431,840800
432,401600
433,413200
434,728300
435,521100
436,384100
437,400700
438,398900
439,949800
440,435500
441,393800
442,391500
443,391800
444,392800
445,395300
446,390600
447,391700
448,391500
449,389300
450,392700
451,392600
452,392800
453,394400
454,391000
455,395400
456,393500
