Frame,Frame Duration in Nanoseconds,,,,=average(b2:b10002),=avedev(b2:b10002)
0,5548900
1,878700
2,522800
3,596000
4,778700
5,600500
6,500800
7,469800
8,475700
9,602100
10,479400
11,512800
12,482300
13,528800
14,487800
15,586100
16,582700
17,447700
18,519000
19,568000
20,482900
21,472300
22,689400
23,524700
24,485000
25,476300
26,455300
27,484900
28,704800
29,613000
30,520600
31,469800
32,633600
33,626600
34,526500
35,520300
36,459000
37,499400
38,471300
39,465500
40,438600
41,453100
42,474000
43,453500
44,451100
45,456700
46,506500
47,456000
48,428500
49,444200
50,475900
51,472600
52,455000
53,476600
54,427200
55,465300
56,430700
57,442300
58,450600
59,453000
60,429600
61,502300
62,485300
63,474200
64,440900
65,471700
66,435600
67,453600
68,812100
69,517800
70,491300
71,594600
72,457800
73,436700
74,457200
75,441800
76,507800
77,435900
78,459200
79,453300
80,515700
81,499500
82,456500
83,474800
84,451400
85,448200
86,467700
87,507100
88,465000
89,504600
90,492400
91,471700
92,438200
93,448200
94,470200
95,480400
96,469000
97,502300
98,491500
99,569500
100,993200
101,539500
102,486900
103,462500
104,461700
105,506600
106,458800
107,608400
108,479100
109,451100
110,530600
111,574000
112,521300
113,566100
114,453600
115,477300
116,443300
117,456400
118,429800
119,477400
120,444400
121,443400
122,453300
123,463100
124,506500
125,592000
126,493600
127,425800
128,464000
129,449000
130,1566700
131,571000
132,521900
133,441400
134,488600
135,461700
136,481200
137,462800
138,457000
139,473300
140,678200
141,741800
142,540500
143,486400
144,628700
145,524000
146,527100
147,560600
148,494200
149,457600
150,442000
151,483200
152,433100
153,590200
154,475000
155,466900
156,477300
157,458500
158,436400
159,546200
160,1685300
161,524600
162,441800
163,458900
164,437000
165,446700
166,462500
167,500600
168,446500
169,436700
170,472000
171,448400
172,464700
173,448100
174,440000
175,425500
176,452500
177,454000
178,428200
179,458500
180,433400
181,454200
182,419100
183,421800
184,434400
185,445000
186,449800
187,439400
188,423500
189,483500
190,418800
191,440000
192,433000
193,1695700
194,566600
195,440400
196,421500
197,468000
198,484600
199,441600
200,481100
201,457700
202,975500
203,537400
204,625600
205,525100
206,609200
207,469600
208,569400
209,493500
210,547400
211,435700
212,472300
213,524500
214,510800
215,485400
216,484300
217,519600
218,734500
219,577900
220,464700
221,547200
222,474900
223,1053000
224,473300
225,435700
226,436800
227,447500
228,454900
229,446800
230,438100
231,523700
232,433300
233,562100
234,434600
235,438900
236,425800
237,442800
238,427700
239,429200
240,451400
241,442600
242,822800
243,443700
244,430200
245,430100
246,457200
247,435100
248,430900
249,506200
250,440000
251,552800
252,1366500
253,679900
254,434500
255,523400
256,451700
257,466000
258,435900
259,455000
260,453800
261,476100
262,463500
263,479500
264,493700
265,489400
266,478400
267,464300
268,457000
269,429100
270,441100
271,485500
272,683200
273,705300
274,625400
275,600900
276,569200
277,688400
278,572900
279,657400
280,910500
281,505200
282,470000
283,462600
284,476200
285,479400
286,529500
287,454000
288,469200
289,442400
290,475000
291,452900
292,439100
293,448800
294,455900
295,523500
296,453200
297,500900
298,451000
299,450300
300,458100
301,466600
302,542100
303,470100
304,474200
305,445100
306,411400
307,444400
308,440400
309,440800
310,443500
311,427800
312,468800
313,683900
314,489900
315,430900
316,436900
317,466500
318,427300
319,430800
320,454300
321,415900
322,420400
323,461300
324,430100
325,428000
326,454100
327,427300
328,440500
329,521600
330,418000
331,427300
332,424200
333,448000
334,425000
335,432400
336,422600
337,427100
338,423800
339,419200
340,446500
341,395700
342,442900
343,782400
344,524100
345,499100
346,582800
347,513000
348,440100
349,440400
350,433800
351,432900
352,424600
353,425200
354,421900
355,436300
356,430400
357,441800
358,429100
359,430400
360,461900
361,387800
362,440000
363,407700
364,417700
365,461900
366,400300
367,410200
368,414200
369,405600
370,426500
371,405800
372,422600
373,432600
374,454500
375,430700
376,436000
377,445700
378,405300
379,423500
380,462300
381,405600
382,416900
383,470700
384,757600
385,774100
386,465000
387,467200
388,437700
389,430900
390,451200
391,417100
392,427700
393,425400
394,437500
395,439900
396,548300
397,440600
398,430000
399,448000
400,449900
401,460200
402,441300
403,418300
404,421900
405,416500
406,413000
407,445700
408,439700
409,717200
410,497300
411,472100
412,498100
413,473000
414,496800
415,539300
416,644900
417,920300
418,463400
419,430500
420,453000
421,443400
422,459700
423,453300
424,435500
425,453100
426,474700
427,407300
428,439500
429,459500
430,433300
431,422100
432,443800
433,454600
434,436600
435,442000
436,456100
437,453800
438,464800
439,469300
440,499000
441,509300
442,470800
443,476900
444,715100
445,676900
446,548000
447,782500
448,718800
449,431900
450,417700
451,444200
452,462100
453,455100
454,397300
455,419600
456,397900
457,411300
458,390700
459,440100
460,449800
461,408500
462,421700
463,393300
464,398000
465,403300
466,407300
467,397100
468,400700
469,385200
470,388700
471,426100
472,399300
473,373900
